query,user,date,content,replies,retweets,likes
Modi resign,/Roflcommonman,2025-08-28T06:47:56.000Z,"Rofl Common man @Roflcommonman · Aug 28 Replying to @shaandelhite Modi resign nahi karega.
Usko bhagaana padega. 59",59,59,59
Modi resign,/grok,2025-08-28T06:41:37.000Z,"Grok @grok · Aug 28 Replying to @Abhay7Maddy @abhisar_sharma and 2 others Abhisar Sharma ne ABP News se September 2018 mein resign kiya. Modi ke against videos woh pehle bhi critical the, lekin independent YouTube pe September 2018 se shuru kiye, jaise 20 Sep 2018 ka video journalists ke treatment pe. Ask Grok 1 35",1,1,1
Modi resign,/Creyative2,2025-08-28T06:27:57.000Z,"Ćŕəýæťìvə @Creyative2 · Aug 28 Terr0rists are roaming free Inside Indian States. That too only when elections are due.

Is Amit Shah sleeping. He should resign if he can't keep the borders safe. 
Both Modi and Amit are incompetent in their job and should resign go home and sleep. 13",13,13,13
Modi resign,/RBarucha,2025-08-28T06:09:48.000Z,"Rustom Barucha @RBarucha · Aug 28 Replying to @IndianTechGuide Tariff is Modi made.
He surrendered and accepted #ceasefire with Munir within 5 hours of @realDonaldTrump 's call.

When he found people didn't like this  because @IAF_MCC had lost several jets and it leaked out. @narendramodi should resign . Only @RahulGandhi can save India now. 1",1,1,1
Modi resign,/sambhadu,2025-08-28T06:06:02.000Z,"శరత్ చంద్ర B+ బ్లడ్ గ్రూప్ @sambhadu · Aug 28 Dear @nitin_gadkari Ji, please resign .

I request Modi Ji to sack him immediately because he is turning out to be one of the most corrupt ministers in the cabinet. His son’s company’s revenue jumped 3000% in just one year. #E20Petrol #NitinGadkari 1 1 3 505",1,1,1
Modi resign,/TribalArmy,2025-08-28T05:41:52.000Z,"Tribal Army @TribalArmy · Aug 28 Today it’s oil baron Ambani; tomorrow, India will face tariffs triggered by Adani’s misconduct. Modi ’s cronies thrive, while the nation pays the price. Modi has failed India. Unemployment National Security Diplomatic Relations Low Manufacturing #Resign _Narendra_ Modi Yash Meghwal and Hansraj Meena 1 47 133 3.4K",1,1,1
Modi resign,/DrSanjeevchem,2025-08-28T05:35:59.000Z,"Dr. Sanjeev Kumar @DrSanjeevchem · Aug 28 We the people are under stress due to BJP  and Modi policies.. Modi should take responsibility and resign for his failures.! Quote Malini Parthasarathy @MaliniP · Aug 27 Disgusted by this new hawkishness of @INCIndia . The country should stand by @narendramodi & his government when we are under extreme duress as a result of the Trump-inflicted blow to India’s basic economic interests. 
The fact that PM Modi has sacrificed his friendship with the x.com/incindia/statu… Show more 9",9,9,9
Modi resign,/radhacharandas,2025-08-28T04:56:04.000Z,"𝑹𝒂𝒅𝒉𝒂 𝑪𝒉𝒂𝒓𝒂𝒏 𝑫𝒂𝒔 @radhacharandas · Aug 28 Replying to @impressionsAS and @narendramodi Problem is he won't resign It is sure that Rahul Gandhi will become PM in 2029
Meanwhile Modi will try to cling to PM chair but will be face tremendous torture
So I am sorry but kindly wait till 2029
Meanwhile enjoy Modi getting tortured day in and day out 7",7,7,7
Modi resign,/shaandelhite,2025-08-28T04:32:27.000Z,"Shantanu @shaandelhite · Aug 28 Narendra Modi has won 3rd term by rigging, Rahul Gandhi Ji has caught his VoteChori, he should resign moral ground. Modi has lowered the dignity of Prime Minister’s chair, Rahul Gandhi is a gentleman. 

— Voters of Bihar 23 813 2.6K 31K",23,23,23
Modi resign,/a_myth_12,2025-08-28T04:30:15.000Z,Amit Bakshi @a_myth_12 · Aug 28 Replying to @SupriyaShrinate Modi should resign 838,838,838,838
Modi resign,/ThamizhTharmar,2025-08-28T04:23:50.000Z,ThamiZh @ThamizhTharmar · Aug 28 Replying to @cryptxcmind and @Benarasiyaa Simple ask modi to resign 1 6,1,1,1
Modi resign,/Nationalis40247,2025-08-28T04:15:50.000Z,Riya @Nationalis40247 · Aug 28 Replying to @TimesAlgebraIND Modi should resign and give power to Rahul Gandhi 17 1 20 3.6K,17,17,17
Modi resign,/rajns2817,2025-08-28T03:40:13.000Z,Rajiv N Singh @rajns2817 · Aug 28 Replying to @RoshanKrRaii So indirectly he is encouraging black money. Modi should resign 6,6,6,6
Modi resign,/Crypto100Gems,2025-08-28T03:31:46.000Z,"R J_ @Crypto100Gems · Aug 28 Replying to @Crypto100Gems and @BJP4India 1/2 @narendramodi shri shri shri shri shri modi ji, aapne yeh dikha diya ki you are only for females by using a yogi to promote BNS69 and got it approved when you know love jihad abdul he karta hai, so kindly resign from your position ek hindu jo shri krishna ko manta hai 1/3 2 1 1 26",2,2,2
Modi resign,/vaibhav_centre,2025-08-28T03:20:10.000Z,Vaibhav @vaibhav_centre · Aug 28 Replying to @nihardesai89 and @malpani You shud resign from your position in Canada and come back to India to help modi to achieve his dream of vikshit bharat 1 2 94,1,1,1
Modi resign,/chocotaj,2025-08-28T03:00:35.000Z,Tajj @chocotaj · Aug 28 Replying to @garvit_sethii Tell modi to resign 2,2,2,2
Modi resign,/JoyAlph,2025-08-28T02:11:05.000Z,Joy Alphonse @JoyAlph · Aug 28 Replying to @mohitlaws Modi must resign #VoteChori 116,116,116,116
Modi resign,/ONSx3,2025-08-28T02:03:55.000Z,"█▓▒­░⡷⠂ФИSЖ3⠐⢾░▒▓█ (पेशेवर निराशावादी)! @ONSx3 · Aug 28 Replying to @centerofright "" Modi Must Resign "" 109",109,109,109
Modi resign,/FlammaMama,2025-08-28T00:33:25.000Z,"Flamma @FlammaMama · Aug 28 Replying to @Arun2981 A narcissist, self-centered, and shameless person like modi will never resign . 8",8,8,8
Modi resign,/mrzib_azure,2025-08-28T00:26:01.000Z,"Generalissimo Ara Ragi @mrzib_azure · Aug 28 Modi should resign . Quote Shashank Mattoo @MattooShashank · Aug 27 China is ramping up purchases of Russian oil while Indian buying is slowing down, reports CNN

But the Trump administration is still refusing to place secondary tariffs on China for buying Russian energy 1 58",1,1,1
Modi resign,/SINGHXLb,2025-08-27T23:23:59.000Z,श्री श्री @SINGHXLb · Aug 28 Replying to @garvit_sethii So Modi should not resign ? 1,1,1,1
Modi resign,/NJ19650215K,2025-08-27T21:28:17.000Z,N J K @NJ19650215K · Aug 28 Replying to @garvit_sethii Modi should resign too. 20,20,20,20
Modi resign,/TopFamous555545,2025-08-27T20:56:01.000Z,"Top Famous @TopFamous555545 · Aug 28 Replying to @TimesAlgebraIND I'm 2014 @narendramodi lied, he said he was working for Hindus, in 2019 he said the same, in 2024 he said the same. In 2029 either Weak Modi is gonna resign and pass his Gaddi to Yogi or I'm gonna vote for some other part to defeat @BJP4India 1 1 30",1,1,1
Modi resign,/bharatk20441,2025-08-27T20:22:30.000Z,Bharat @bharatk20441 · Aug 28 Replying to @SupriyaShrinate Modi be like: Resign de deta hu nhi toh aunty naaraz ho jayegi... 6,6,6,6
Modi resign,/soumdaram,2025-08-27T20:15:26.000Z,soumdaram rajappa @soumdaram · Aug 28 Mukesh met Trump and said to him that no Russian oil anymore. Sunil Mittal ready to cut his connection with Russia. But Indians should boycott American products. When all Asian countries were given 18% why was India chosen for this honour? Modi must resign for his failure 37,37,37,37
Modi resign,/StylishHindu,2025-08-27T20:08:02.000Z,Stylish Kapoor @StylishHindu · Aug 28 More than a million views in less than 3 hours on Dhruv Rathee's video. Modi is scared & I think he will resign by October & become the president of India 1 3 91,1,1,1
Modi resign,/Rajds47842898,2025-08-27T19:53:41.000Z,Raj ds @Rajds47842898 · Aug 28 Replying to @garvit_sethii Please prove E20 is scam instead of barking like paagal pappu. Hardeep puri ( Modi 's cabinet minister) already clarified this practice is adopted axross the wrold and E20 does not damage engine .if u cant prove better u resign instead of defaming Bjp under congress agenda. 7,7,7,7
Modi resign,/kamaalrkhan,2025-08-27T19:41:51.000Z,"KRK @kamaalrkhan · Aug 28 Prediction of 2025!
In the end of September #Modi Ji will resign from PM post and become President of India.
While President of India Murmu ji will resign in September! 76 67 873 72K",76,76,76
Modi resign,/OVadapaav,2025-08-27T19:18:31.000Z,BigO @OVadapaav · Aug 28 Replying to @BeingSalmanKhan Comment section mein musalman khoon ke aasoo ro raha hai Modi should resign . 12,12,12,12
Modi resign,/W4RL0RD29,2025-08-27T19:09:14.000Z,W4RL0RD @W4RL0RD29 · Aug 28 Replying to @garvit_sethii @f1reMarshall @Adiii2509 bruv asking scamkari to resign thinks modi didnt know this was happening 2 106,2,2,2
Modi resign,/NashGandhian,2025-08-27T18:45:38.000Z,"NashX @NashGandhian · Aug 28 Replying to @Akash100Karkala and @mohitlaws Illegal PM hai.

Cronies ke liye kam kiya, janta ke liye. Modi ko bolo resign kar de 5",5,5,5
Modi resign,/rambhakt_origin,2025-08-27T18:39:31.000Z,"RamBhakt (Original ) @rambhakt_origin · Aug 28 Commentary account Abe pehle modi ko resign krne k liye bol Quote Garvit Sethi @garvit_sethii · Aug 27 Dear Nitin Gadkari Ji, please resign.

I request Modi Ji to sack him immediately because he is turning out to be one of the most corrupt ministers in the cabinet. His son’s company’s revenue jumped 3000% in just one year, coincidentally at the same time when the government rolled Show more 1 4 161",1,1,1
Modi resign,/vemulaharish23,2025-08-27T18:31:54.000Z,"Harish @vemulaharish23 · Aug 28 Replying to @GabbbarSingh We know Bappa will take care, Modi should resign then 59",59,59,59
Modi resign,/sahilmillion,2025-08-27T18:26:00.000Z,sahilmiilionaire @sahilmillion · Aug 27 Replying to @garvit_sethii why sucking modi duck bro.. why not asking hime to resign 10,10,10,10
Modi resign,/Shahbazahd123,2025-08-27T18:25:43.000Z,Shahbaz Ahmad @Shahbazahd123 · Aug 27 Replying to @garvit_sethii You are asking modi je to make him resign . Hahaha thats so cool  should i call u a cool or a fool ?.Tell me 1 minister which is good at his work all are just making fool. Do u remember foreign minister red eyes video now see what he done to india same goes for all minister . 28,28,28,28
Modi resign,/VIPin_Kumar10,2025-08-27T18:25:34.000Z,"Vipin @VIPin_Kumar10 · Aug 27 Dear Nitin Gadkari Ji, please resign .

I request Modi Ji to sack him immediately because he is turning out to be one of the most corrupt ministers in the cabinet. His son’s company’s revenue jumped 3000% in just one year, 1 11",1,1,1
Modi resign,/PrasadJoshi2408,2025-08-27T18:07:44.000Z,"Prasad Joshi @PrasadJoshi2408 · Aug 27 Replying to @garvit_sethii Actually Modi Ji himself should resign from his post.
He is the most corrupt person ever in the history of India. 13",13,13,13
Modi resign,/soumdaram,2025-08-27T18:07:10.000Z,"soumdaram rajappa @soumdaram · Aug 27 Why should India pay additional 37% Trump tariff for the utter failure of Modi ? ( 25 % Russian petrol plus other Asian countries 18%)
Why should 25% of fine of additional tariff be paid by ppl for Russian oil imported by Mukesh Ambani? Resign and go Modi . Ask Mukesh to pay 25% 1 68",1,1,1
Modi resign,/c54954,2025-08-27T17:59:33.000Z,นายฐิติพงศ์ เจริญดี (Thitipong Charoendee) @c54954 · Aug 27 Replying to @garvit_sethii Why not Modi should resign it's his responsibility only 12,12,12,12
Modi resign,/jainonymous,2025-08-27T17:58:49.000Z,"Ronakk Jain @jainonymous · Aug 27 Replying to @garvit_sethii Classic mistake every politician makes. Didn't learn from Pawar and DevaBhau. Modi saw this from afar and waited, he'll be made to resign . Like VP. 2 65",2,2,2
Modi resign,/Mandeep69143400,2025-08-27T17:46:02.000Z,"Mandeep Sidhu @Mandeep69143400 · Aug 27 Replying to @garvit_sethii It's scandal, he will be asked to resign very soon , Modi ji anyway dislikes gadbadi ji 62",62,62,62
Modi resign,/RakeshUvacha,2025-08-27T17:11:41.000Z,"Rakesh Mehta @RakeshUvacha · Aug 27 Replying to @PalhawatRadhika He can ride a Bullet bike , how more Prime Ministerial can you get?? Can Modi do that? Modi should resign in shame after the video of Rahul Gandhi riding a Bullet. 8",8,8,8
Modi resign,/wandertilldeath,2025-08-27T17:03:45.000Z,"Blank @wandertilldeath · Aug 27 As if Modi ji didn't know about him . @nitin_gadkari Please resign sir and stop ethanol blending. Quote Garvit Sethi @garvit_sethii · Aug 27 Dear Nitin Gadkari Ji, please resign.

I request Modi Ji to sack him immediately because he is turning out to be one of the most corrupt ministers in the cabinet. His son’s company’s revenue jumped 3000% in just one year, coincidentally at the same time when the government rolled Show more 46",46,46,46
Modi resign,/kishanahirwar_Z,2025-08-27T16:38:48.000Z,"Kishan Ahirwar @kishanahirwar_Z · Aug 27 Replying to @narendramodi Modi #Votechor ! 

The people of the country are fed up with you, now just resign in the interest of the country 13 89 3.6K",13,13,13
Modi resign,/ShahnazKha45017,2025-08-27T16:34:48.000Z,Yui hozumi @ShahnazKha45017 · Aug 27 Replying to @TARUNspeakss kutta modi sharam kar tu resign de teri puri CHOR GANG#votechori Jis Nehru Gandhi dr.Manmohan singh jese bohut se krantikari logo ne Hindustan ko aage barhaya tha wahi Hindustan ko 2 logo ne Adani modi ke chor gang ne khatam kar dia hai rha vote ka sawal to use bhi chura rha hai 98,98,98,98
Modi resign,/Archana05583518,2025-08-27T16:17:28.000Z,"Archana Jha @Archana05583518 · Aug 27 #CEC appointment in absence of #CJI is null & void. Nation has lost faith in #EVMManipulation #voterlist manipulation #ECI #ModiDisasterForIndia regme #modi _must_ resign #BiharElections2025 DURNEETI BHARAT
JHOOTHA ""
MAKKAR ""
DHURTA ""
BHRASTA
GOBARKAAL gaumutra bharat #VoteChorECI Quote Nitin Sethi @nit_set · Aug 26 1. Dear ECI, here is a list of 509 people registered as voters in one fictitious house no. 39 in Pipra, Bihar. And we have records of 80,000 voters like these bundled into fictitious/dubious addresses in just 3 constituencies. 

This is not a one-off mistake. This is a systemic Show more 16",16,16,16
Modi resign,/mikejava85,2025-08-27T15:53:01.000Z,"Mukesh @mikejava85 · Aug 27 Replying to @MaliniP @INCIndia and @narendramodi we are under extreme duress due to Modi 's failed policies , ask him to resign .. there was no friendship both wanted cheap Political PR 2 22 376 5.5K",2,2,2
Modi resign,/nafeesa24273529,2025-08-27T15:50:04.000Z,nafees ahmed @nafeesa24273529 · Aug 27 Modi should resign he totally failed and he is damaging Indian position in the world but he is very greedy for power he will die then others come in power Modi again play game Indian Pakistan to gain sympathy of public 6,6,6,6
Modi resign,/njtiwary,2025-08-27T15:29:23.000Z,Neeraj Tiwary @njtiwary · Aug 27 I think #Trump should resign . Not looking in his senses. #Americans really pitty for you men. #USA #Imdia #Modi #China #BJP #Russia #tarrifs Doesn't matter man 57,57,57,57
Modi resign,/garvit_sethii,2025-08-27T14:28:50.000Z,"Garvit Sethi @garvit_sethii · Aug 27 Dear Nitin Gadkari Ji, please resign .

I request Modi Ji to sack him immediately because he is turning out to be one of the most corrupt ministers in the cabinet. His son’s company’s revenue jumped 3000% in just one year, coincidentally at the same time when the government rolled Show more 1.1K 5.5K 24K 1.1M",0,0,0
Modi resign,/cosmetickrafts1,2025-08-27T13:59:45.000Z,"The Plastic Doctor (Surgeon) @cosmetickrafts1 · Aug 27 Replying to @Amockx2022 BJP IT cell is also working to remove modi . I think mohan bhagwat and Gadkari ne BJP it cell ko coup kar liya hai. Because it cell are not defending modi the way they used to do . 17 September modi @75, jaane wale hai shayad resign dega. 2 303",2,2,2
Modi resign,/optionpromarket,2025-08-27T13:11:29.000Z,Bharat - India @optionpromarket · Aug 27 Replying to @maheshperi This is clear a fraud @nitin_gadkari should resign immediately First corruption case came in light in 11 years of Mo di g ovt @narendramodi @AmitShah 1 2 319,1,1,1
Modi resign,/manmoha30032960,2025-08-27T12:38:53.000Z,"manmohan singh @manmoha30032960 · Aug 27 Replying to @ECISVEEP Tution of dear Modi can not protect image of ECI.  Being human and people India, resign your self if you have some morality. 30",30,30,30
Modi resign,/Electrumun,2025-08-27T11:44:36.000Z,"sahni saab @Electrumun · Aug 27 Replying to @anandbal79 and @lunarastro108 No power in the world can force Modi to resign , he will resign when he feels like so 18",18,18,18
Modi resign,/Archana05583518,2025-08-27T11:05:55.000Z,"Archana Jha @Archana05583518 · Aug 27 GOBARKAAL gaumutra bharat under #VoteChorGaddiChhod regime #modi _must_ resign garbage party gutter politics gobar Minister gaumutra ideology dustbin DNA policy paralysis ideological bankruptcy defunct mindset #Modani model doggie #media #DonationScam #NEETPG #BiharElections2025 Quote Ritu #सत्यसाधक @RituRathaur · Aug 26 SHOCKING NEWS: 13 students with NEGATIVE scores & 14 with ZERO marks in NEET (PG) secured PG medical seats!!!! Lowest: 5 marks for M.D. (Forensic Medicine) in Delhi got a delhi based medic college. ones with Scores 10, 11, 15, 18 set to get PG admission in Tamil Nadu & Show more 1 1 205",1,1,1
Modi resign,/Rameshj97877975,2025-08-27T10:59:06.000Z,Andolanjeevi Ramesh jain inc @Rameshj97877975 · Aug 27 I just heard some old bjp friends saying if the opposition and the courts say Modi shah will be given immunity from arrest they are ready to resign today itself @SupriyaShrinate 1 1 5,1,1,1
Modi resign,/Archana05583518,2025-08-27T10:56:28.000Z,"Archana Jha @Archana05583518 · Aug 27 BHRASTA
JUMLABAAZ
PARTY
GOBARKAAL gaumutra bharat under #ModiDisasterForIndia regime #modi _must_ resign garbage party gutter politics gobar Minister gaumutra ideology dustbin DNA policy paralysis ideological bankruptcy defunct mindset #Modani model #11YearsOfModiLootLiesFraud https:// x.com/NarinderMudii/ /NarinderMudii/status/1960557889782788527 … This post is unavailable. 14",14,14,14
Modi resign,Unknown,Unknown,This post is unavailable.,0,0,0
Modi resign,/grok,2025-08-27T10:37:49.000Z,"Grok @grok · Aug 27 Replying to @HemrajM44418820 and @MrSinha_ At the BJP National Executive meeting in Goa in April 2002, after the Gujarat riots, PM Atal Bihari Vajpayee wanted to remove Narendra Modi as Gujarat CM for not upholding ""rajdharma."" LK Advani intervened, threatening to resign , which saved Modi 's position. This is corroborated Show more 18",18,18,18
Modi resign,/ThePolitical01,2025-08-27T10:35:34.000Z,"Md Nafis Ansari AIMIM Kolkata President @ThePolitical01 · Aug 27 Modi should resign Quote Amock_ @Amockx2022 · Aug 27 BREAKING NEWS : Donald Trump has completely exposed Narendra Modi 

""I talked to Modi, and i threatened India to do ceasefire within 24 hours but they did it in 5 hours"" This is absolutely shocking if true, what kind of Vishwaguru do we have? 2 5 52",2,2,2
Modi resign,/2016mitalidas,2025-08-27T10:18:19.000Z,"MITALI RAJ @2016mitalidas · Aug 27 Replying to @MrSinha_ Desh ki Gaddar,VoteChor aur spineless ko kya respect??? Modi ji ko resign de Dena sahiey. 9",9,9,9
Modi resign,/SAPAMSUBHANGKER,2025-08-27T09:43:58.000Z,Sapam Subhangker @SAPAMSUBHANGKER · Aug 27 Replying to @drshamamohd and @narendramodi PM Modi Should Resign On Moral Ground . 30,30,30,30
Modi resign,/theshaymehta,2025-08-27T09:17:01.000Z,"Shay @theshaymehta · Aug 27 @NayabSainiBJP well done Battar 2, you are the worst CM of any BJP state, how many hours a day do you sleep? YOU NEED TO RESIGN OR BE FIRED. Modi ji please, @narendramodi @AmitShah @JPNadda #GurgaonRains #gurgaon #haryana #HaryanaNews #gurgaonnews https:// instagram.com/reel/DMxmLxuuY Es/?igsh=eTNxczdqaXNhYmN3 … 40",40,40,40
Modi resign,/adi_01x,2025-08-27T09:04:16.000Z,"vivan zaydan @adi_01x · Aug 27 It is over for Modi and BJP.

The public anger and frustration is very palpable. Now would be a good time for him to resign and leave office. Quote Ankit Mayank @mr_mayank · Aug 26 Public - Modi should retire or resign

Reporter - Public elected Modi as PM. Why should he resign?

Public - We didn’t elect him, ECI did. ECI should swear on their kids in a temple if they didn’t do Vote Chori

Bihar is not for beginners 13",13,13,13
Modi resign,/Sarfara40479083,2025-08-27T08:41:48.000Z,Sarfaraz Ahmed @Sarfara40479083 · Aug 27 Replying to @girl_in_241 Modi ji resign kar rahe Kya??? 49,49,49,49
Modi resign,/Aadhanavan,2025-08-27T08:16:58.000Z,ஆதன் @Aadhanavan · Aug 27 Replying to @bbctamil Modi should resign 1 112,1,1,1
Modi resign,/SoaresRohan,2025-08-27T08:15:42.000Z,Rohan Soares @SoaresRohan · Aug 27 Replying to @kharge and @narendramodi Modi must resign 12,12,12,12
Modi resign,/YadaVMudit,2025-08-27T07:37:15.000Z,"Logically_arguing @YadaVMudit · Aug 27 Replying to @BJP4India In 11 saal me modi ka 1 minister na resign kia na case hua
To modi govt khud kbhi Modi par F. I. R. Kregi iski possibility 0.0001% h 6",6,6,6
Modi resign,/Maratha__Sardar,2025-08-27T07:20:39.000Z,Maratha Sardar @Maratha__Sardar · Aug 27 Replying to @shoaibpage and @zoo_bear People like you got so hurted your Punture chap business got affected by tariff Modi shud resign 109,109,109,109
Modi resign,/Arun2981,2025-08-27T06:48:58.000Z,"Arun Arora @Arun2981 · Aug 27 Modi should resign ! Quote Reuters @Reuters · Aug 27 Indian exporters are bracing for a sharp drop in US orders after trade talks collapsed and Washington confirmed steep new tariffs on Indian goods starting Wednesday, straining ties between the strategic partners https:// reut.rs/3VlGlww 10 90 199 6.1K",10,10,10
Modi resign,/kris_paulo,2025-08-27T05:28:20.000Z,Chris Paulo ক্রিস্টোফার ક્રિસ્ટોફર கிறிஸ்டோபர் ​ @kris_paulo · Aug 27 Replying to @DrNimoYadav This needs deep investigation. Modi has interfered with USA's internal politics (Abki baar T sarkar) So Trump feels free to interfere with a bilateral situation with the added tariff sword. Modi have really put us in a tight spot. He has to answer or resign. 5,5,5,5
Modi resign,/samtrivandrum,2025-08-27T05:04:31.000Z,"Rocks @samtrivandrum · Aug 27 Mr. Trump claims that he has halted the war and also states that approximately 7 of our jets were shot down. If there is any sense of shame remaining, Mr. Modi ought to resign . Quote Ankit Mayank @mr_mayank · Aug 27 EXPLOSIVE : Trump completely exposed Modi for the first time “I spoke to Modi & threatened him to cut off trade deals in 24 hours if he didn’t stop war. But he stopped in only 5 hours” Modi truly sold the nation for money. THIS IS TREASON. 53",53,53,53
Modi resign,/zzedpathan,2025-08-27T04:45:22.000Z,Rashid Ahsan @zzedpathan · Aug 27 Replying to @news24tvchannel Now Modi must resign . 190,190,190,190
Modi resign,/surendr84174841,2025-08-27T04:43:24.000Z,"surendra babu (BHARAT MATA KI PARIVAAR) @surendr84174841 · Aug 27 https:// youtu.be/2lFuOSXAQKs He is speaking to our PM, telling him that the tax is so high that your head is going to spin.
Which PM has been taken for granted, as Modi has been taken?
In history, Modi is the first PM to be taken for granted
Please retire or resign .
My Personal View youtube.com Trump ने Modi को फोन पे धमकाया? 50% Tarrif ठोका, सड़क पर आए मोदी! There are reports that US President Donald Trump spoke to PM Modi over the phone and imposed a 50% tariff on India. The question is why is Trump taking such ... 34",34,34,34
Modi resign,/arifaajakia,2025-08-27T03:06:01.000Z,"Arif Aajakia @arifaajakia · Aug 27 Modi ji’s last visit to Pakistan, brought Nawaz Shareef’s downfall. Modi ka jo yaar hai Ghaddaar hai was chanted everywhere. Nawaz had to resign and never came back. Since then, every politician in Pakistan learned that if you want to succeed in pakistan:
1. Day & Night curse Show more 8 29 139 2.5K",8,8,8
Modi resign,/Electrumun,2025-08-27T03:02:25.000Z,"sahni saab @Electrumun · Aug 27 Replying to @AstroPrashanth9 Modi is going nowhere…. Yes difficult times ahead of him but he can face those challenges and overcome. He  will resign as and when he feels so, nobody can force him 1 1 5 1K",1,1,1
Modi resign,/CarolRatenbury,2025-08-27T02:56:37.000Z,"carol ratenbury @CarolRatenbury · Aug 27 Replying to @_Sweet_Parul_ gud morning 
Tears may go to many the day modi quits/ resign /or flee out of country 
Every citizens r suffering from modi syndrome corrupt and ruined destroyed the country 1 3",1,1,1
Modi resign,/JoyAlph,2025-08-27T02:10:10.000Z,"Joy Alphonse @JoyAlph · Aug 27 Replying to @RavinderKapur2 Contrary to the statement of PM Modi .
HM had in a press meet displayed two certificates claiming  them to be  of PM Modi . Home Minister's involvement with Fake degree certificate racket is a serious crime. So, that should be investigated Amit must resi gn. #Justiceloya 37",37,37,37
Modi resign,/PremSharma61196,2025-08-27T01:56:53.000Z,Prem Sharma INC Supporter. I My India. @PremSharma61196 · Aug 27 Replying to @FactdiaryIn Iska matlab to PM Modi Ji ko agar 31 days Jail main rahe to resign karna padega. Woh Amit Sha ji. 1 8,1,1,1
Modi resign,/JosePatris62990,2025-08-27T00:41:36.000Z,"Jose Patris @JosePatris62990 · Aug 27 People of India,wake up, we will not declare victory through theft, we will remove the corrupt Adani regime that changes victory by giving money, power and stealing. We will remove the theft, BJP, Modi , resign , we will form a Congress government. Long live Rahul Gandhi. Grow Cong Quote Qualified MP (Parody) @AalenOff · Aug 26 ""ஹரியானாவில் அடுத்த Atom Bomb வீசிய காங்கிரஸ்"". ஹரியானாவில் வோட்டு திருட்டு நடத்திய பாஜக. வாக்குகள் மட்டுமல்ல, அதிகாரமும் திருடப்பட்டுள்ளது, விரைவில் அதை உண்மைகளுடன் அம்பலப்படுத்துவோம். – தீபேந்தர் ஹூடா

அப்ப ""பாஜக முக்து பாரத்"" ஆ இந்தியால.. 55",55,55,55
Modi resign,/Arvind212025,2025-08-26T22:42:56.000Z,"Arvind @Arvind212025 · Aug 27 Replying to @mohitlaws Modi is caword, he has lost the right to remain PM of this great civilization. Modi must resign immediately 1 162",1,1,1
Modi resign,/malik_siddiq,2025-08-26T20:49:32.000Z,Malik Siddiq @malik_siddiq · Aug 27 Replying to @malik_siddiq He is asking Modi that why he attacked Pakistan when Indian Armed Forces were not fully prepared for a real war. #Pakistan just responded & hit India So hard even Modi had to stay in his bunker. Will Modi Learn to live in Peace or forced to Resign . 2/2 1 22,1,1,1
Modi resign,/nondual14,2025-08-26T20:38:10.000Z,ballsyboy @nondual14 · Aug 27 Replying to @TheKPMalik you are 100% right. Modi ji will resign at that time. 1 2 197,1,1,1
Modi resign,/VinodErramsetty,2025-08-26T20:05:30.000Z,Vinod Erramsetty @VinodErramsetty · Aug 27 Replying to @MrSinha_ and @grok Why? Did Modi plan to resign and hand over power to someone educated ? 400,400,400,400
Modi resign,/RadhikaBarman5,2025-08-26T18:49:05.000Z,"Radhika Barman @RadhikaBarman5 · Aug 27 Mohak mangal whom you all supported when ani went behind didn't make a video on vote chori. He was earlier in support of article 370, ayodhya verdict, said rahul gandhi should resign and that claims of modi being Islamophobic is exaggerated. Thought current times is right time to Show more 1 135",1,1,1
Modi resign,/virupooja,2025-08-26T18:34:30.000Z,"VP Singh @virupooja · Aug 27 Replying to @mr_mayank Rahul should resign before Modi Ji, The reason behind this is simple. He hasn't won GE in the last 3 attempts and probably not going to happen in 2029 too. 8 3 3K",8,8,8
Modi resign,/grok,2025-08-26T18:21:25.000Z,"Grok @grok · Aug 26 Replying to @TheFactFindr @mr_mayank and @KaleshiBua Here's the English translation of the video conversation:

Man 1: Modi should either retire or resign .

Reporter: The public elected Modi as PM. Why should he resign ?

Man 1: We didn't elect him; the ECI [Election Commission of India] did. Let the ECI swear on their children in a Show more Ask Grok 66",66,66,66
Modi resign,/mr_mayank,2025-08-26T18:06:55.000Z,"Ankit Mayank @mr_mayank · Aug 26 Public - Modi should retire or resign Reporter - Public elected Modi as PM. Why should he resign ?

Public - We didn’t elect him, ECI did. ECI should swear on their kids in a temple if they didn’t do Vote Chori

Bihar is not for beginners 90 2.4K 10K 324K",90,90,90
Modi resign,/grok,2025-08-26T17:20:16.000Z,"Grok @grok · Aug 26 Replying to @Chirag_7333 and @RoshanKrRaii Bhai, Modi ki seat se pyaar subjective hai – kai log kehte hain wo apne vision (jaise development, reforms) ko poora karne ke liye rukte hain, doosre kehte hain power retain karne ke liye. Diverse sources se, no major resignation pressure abhi (Aug 2025 tak). Resign ke liye: Show more Ask Grok 216",216,216,216
